Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC),car_age,price_per_km
722,Tata,2010,150000,120000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248,15,1.25
728,Maruti,2015,350000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,10,14.0
729,Renault,2019,580000,12000,Petrol,Individual,Manual,First Owner,7,72.0,kmpl,20.0,999,6,48.333333333333336
740,Ford,2010,180000,110000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,15,1.6363636363636365
744,Hyundai,2010,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5,90.0,kmpl,21.9,1396,15,2.7
748,Ford,2011,190000,90000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,14,2.111111111111111
752,Toyota,2013,409999,90000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364,12,4.555544444444444
754,Hyundai,2015,270000,43000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,10,6.27906976744186
755,Tata,2017,280000,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,8,3.5
756,Tata,2012,130000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248,13,2.1666666666666665
757,Hyundai,2014,260000,18945,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,13.723937714436527
762,Hyundai,2012,320000,107825,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396,13,2.967771852538836
763,Maruti,2020,370000,15000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.05,796,5,24.666666666666668
766,Hyundai,2018,750000,30000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.19,1396,7,25.0
772,Hyundai,2019,450000,10000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086,6,45.0
773,Maruti,2012,400000,100000,Diesel,Individual,Manual,Third Owner,7,88.76,kmpl,20.77,1248,13,4.0
775,Maruti,2013,199000,60000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.2,998,12,3.316666666666667
777,Hyundai,2016,540000,80000,Diesel,Individual,Manual,Third Owner,5,88.73,kmpl,21.19,1396,9,6.75
778,Maruti,2011,250000,85000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.5,1248,14,2.9411764705882355
782,Hyundai,2012,450000,120000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,13,3.75
787,Hyundai,2019,1000000,15000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,22.1,1396,6,66.66666666666667
789,Maruti,2012,415000,108000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,13,3.8425925925925926
792,Ford,2011,175000,90400,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,14,1.9358407079646018
794,Maruti,2003,85000,120000,Diesel,Individual,Manual,Third Owner,5,58.0,kmpl,20.8,1527,22,0.7083333333333334
795,Maruti,2019,675000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197,6,135.0
796,Renault,2016,535000,50000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461,9,10.7
797,Renault,2019,675000,5000,Petrol,Individual,Manual,First Owner,7,72.0,kmpl,20.0,999,6,135.0
799,Maruti,2012,425000,96000,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248,13,4.427083333333333
804,Hyundai,2017,850000,63186,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,8,13.452347038901022
808,Maruti,2019,675000,5000,Petrol,Individual,Automatic,First Owner,5,83.1,kmpl,21.4,1197,6,135.0
809,Maruti,2010,150000,91500,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,15,1.639344262295082
811,Volkswagen,2012,350000,40000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598,13,8.75
812,Maruti,2012,300000,70000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,13,4.285714285714286
816,Hyundai,2013,700000,120000,Diesel,Individual,Manual,First Owner,5,126.24,kmpl,22.7,1582,12,5.833333333333333
817,Chevrolet,2013,300000,65000,Diesel,Individual,Manual,First Owner,5,76.9,kmpl,22.1,1248,12,4.615384615384615
820,Hyundai,2015,650000,100000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,10,6.5
821,Hyundai,2015,650000,80000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,10,8.125
822,Volkswagen,2013,350000,80000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,22.07,1199,12,4.375
825,Maruti,2013,240000,60000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,12,4.0
833,Maruti,2014,550000,50000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248,11,11.0
837,Maruti,2013,350000,40000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,12,8.75
851,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner,5,68.0,kmpl,20.0,1399,13,5.206291650333203
853,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498,11,7.388871374527112
857,Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,5,98.59,kmpl,22.77,1498,12,4.779695852020616
861,Tata,2018,950000,40000,Diesel,Individual,Automatic,First Owner,5,108.5,kmpl,21.5,1497,7,23.75
863,Maruti,2013,409999,100000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248,12,4.09999
866,Maruti,2000,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796,25,0.5242718446601942
867,Maruti,2017,425000,40000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998,8,10.625
869,Hyundai,2013,310000,70000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,12,4.428571428571429
870,Hyundai,2017,1125000,105000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396,8,10.714285714285714
872,Volkswagen,2011,388000,80000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199,14,4.85
875,Maruti,2009,120000,90000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,16,1.3333333333333333
877,Maruti,2015,270000,53000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,10,5.09433962264151
886,Maruti,2019,600000,10000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197,6,60.0
888,Maruti,2013,215000,25000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,12,8.6
894,Hyundai,2015,750000,74000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,10,10.135135135135135
897,Maruti,2018,795000,41779,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,21.21,1197,7,19.02869862849757
905,Maruti,2018,750000,15000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,22.0,1197,7,50.0
908,Hyundai,2017,1150000,63309,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582,8,18.164873872593155
912,Maruti,2016,400000,35000,Petrol,Individual,Automatic,First Owner,5,67.04,kmpl,23.1,998,9,11.428571428571429
918,Chevrolet,2015,480000,80000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.1,1248,10,6.0
919,Maruti,2005,90000,40000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,20,2.25
920,Maruti,2005,80000,40000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,20,2.0
921,Maruti,2015,350000,90000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,10,3.888888888888889
925,Mahindra,2012,350000,25000,Diesel,Individual,Manual,First Owner,5,65.0,kmpl,21.03,1461,13,14.0
928,Maruti,2016,340000,40000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,9,8.5
930,Hyundai,2014,300000,65000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,11,4.615384615384615
931,Maruti,2014,204999,15000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,11,13.6666
932,Mahindra,2012,254999,70000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,20.8,1461,13,3.642842857142857
934,Hyundai,2017,280000,50000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,8,5.6
940,Hyundai,2011,225000,80000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,14,2.8125
941,Mahindra,2012,260000,70000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,21.03,1461,13,3.7142857142857144
943,Ford,2012,280000,60000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,13,4.666666666666667
944,Mahindra,2014,350000,106000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,20.8,1461,11,3.30188679245283
949,Maruti,2013,250000,27000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,12,9.25925925925926
950,Maruti,2007,95000,70000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,18,1.3571428571428572
954,Maruti,2017,610000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197,8,40.666666666666664
959,Maruti,2015,511000,30000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197,10,17.033333333333335
962,Renault,2013,434999,120000,Diesel,Individual,Manual,First Owner,5,84.8,kmpl,21.64,1461,12,3.624991666666667
963,Ford,2010,210000,100000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,15,2.1
967,Renault,2017,290000,50000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,8,5.8
973,Maruti,2006,100000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,19,2.5
976,Maruti,2019,450000,10000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196,6,45.0
980,Maruti,2014,351000,89100,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248,11,3.9393939393939394
982,Hyundai,2015,225000,120000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,10,1.875
989,Maruti,2011,140000,50000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998,14,2.8
990,Maruti,2017,370000,140000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196,8,2.642857142857143
992,Hyundai,2015,500000,126000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396,10,3.9682539682539684
993,Hyundai,2019,570000,15000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197,6,38.0
995,Maruti,2009,120000,120000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,16,1.0
1002,Maruti,2011,280000,210000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,14,1.3333333333333333
1004,Maruti,2009,180000,85000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,21.1,1248,16,2.1176470588235294
1006,Hyundai,2009,340000,40000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396,16,8.5
1008,Maruti,2017,400000,65000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,8,6.153846153846154
1016,Maruti,2005,95000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,20,1.3571428571428572
1018,Renault,2017,880000,65000,Diesel,Individual,Manual,First Owner,8,108.5,kmpl,19.98,1461,8,13.538461538461538
1020,Maruti,2019,480000,25000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.52,1197,6,19.2
1023,Honda,2016,850000,72113,Diesel,Individual,Manual,First Owner,7,98.6,kmpl,21.9,1498,9,11.787056425332464
1024,Tata,2012,300000,40000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396,13,7.5
1026,Maruti,2010,220000,20000,Petrol,Individual,Manual,First Owner,5,85.8,kmpl,21.1,1197,15,11.0
1028,Maruti,2014,450000,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,5.625
1033,Hyundai,2018,800000,30000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.19,1396,7,26.666666666666668
1036,Volkswagen,2011,375000,69000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598,14,5.434782608695652
1038,Maruti,2004,60000,113000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,21,0.5309734513274337
1040,Renault,2012,300000,100000,Diesel,Individual,Manual,Third Owner,5,63.12,kmpl,23.08,1461,13,3.0
1041,Tata,2012,150000,110000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248,13,1.3636363636363635
1042,Ford,2015,600000,90000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,10,6.666666666666667
1043,Ford,2011,204999,100000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,14,2.04999
1049,Maruti,2019,610000,10000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197,6,61.0
1050,Maruti,2014,509999,110000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,4.636354545454545
1052,Maruti,2014,511000,100000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,5.11
1053,Hyundai,2014,451000,91000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,11,4.956043956043956
1054,Hyundai,2009,170000,100000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,16,1.7
1055,Maruti,2013,450000,120000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,12,3.75
1057,Maruti,2016,305000,60000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,9,5.083333333333333
1059,Chevrolet,2016,250000,60000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.1,1248,9,4.166666666666667
1060,Ford,2012,200000,104500,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,13,1.9138755980861244
1062,Maruti,2014,509999,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,11,5.09999
1070,Maruti,2014,235000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,11,4.7
1072,Maruti,2019,585000,10000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197,6,58.5
1073,Mahindra,2018,500000,10000,Diesel,Individual,Manual,First Owner,8,45.0,kmpl,23.5,909,7,50.0
1091,Maruti,2019,450000,60000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196,6,7.5
1092,Hyundai,2013,325000,70000,Diesel,Individual,Manual,Third Owner,5,88.76,kmpl,21.9,1396,12,4.642857142857143
1093,Volkswagen,2011,260000,120000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598,14,2.1666666666666665
1094,Maruti,2009,130000,80000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,16,1.625
1097,Hyundai,2014,275000,53000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,11,5.188679245283019
1100,Volkswagen,2013,330000,100000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598,12,3.3
1102,Maruti,2012,450000,98000,Diesel,Individual,Manual,Fourth & Above Owner,7,88.8,kmpl,20.77,1248,13,4.591836734693878
1103,Hyundai,2014,250000,60000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,4.166666666666667
1104,Hyundai,2010,165000,80000,Petrol,Individual,Manual,Third Owner,5,78.9,kmpl,20.36,1197,15,2.0625
1107,Tata,2017,525000,19723,Petrol,Dealer,Automatic,First Owner,5,84.0,kmpl,20.3,1199,8,26.618668559549764
1112,Hyundai,2017,675000,25471,Diesel,Dealer,Manual,First Owner,5,90.0,kmpl,21.9,1396,8,26.50072631620274
1119,Maruti,2016,400000,74381,Petrol,Dealer,Manual,First Owner,5,67.05,kmpl,21.79,998,9,5.377717427837754
1121,Ford,2017,850000,63982,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498,8,13.284986402425682
1125,Hyundai,2012,270000,56000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,13,4.821428571428571
1126,Hyundai,2019,434999,19500,Petrol,Dealer,Manual,First Owner,5,68.07,kmpl,20.3,1086,6,22.307641025641026
1128,Hyundai,2016,575000,53000,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396,9,10.849056603773585
1129,Hyundai,2017,600000,5000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197,8,120.0
1137,Toyota,2013,270000,52380,Diesel,Dealer,Manual,First Owner,5,67.04,kmpl,23.59,1364,12,5.154639175257732
1138,Mahindra,2018,660000,74250,Diesel,Dealer,Manual,First Owner,7,74.96,kmpl,21.0,1498,7,8.88888888888889
1139,Maruti,2017,490000,57247,Petrol,Dealer,Automatic,First Owner,5,81.8,kmpl,20.89,1197,8,8.559400492602233
1144,Maruti,2010,125000,120000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,15,1.0416666666666667
1146,Maruti,2015,335000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,10,11.166666666666666
1148,Volkswagen,2012,229999,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,73.9,kmpl,22.07,1199,13,3.2857
1149,Hyundai,2017,731000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,8,18.275
1150,Hyundai,2012,395000,120000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582,13,3.2916666666666665
1152,Hyundai,2014,220000,50000,Petrol,Individual,Manual,Third Owner,5,55.2,kmpl,21.1,814,11,4.4
1153,Ford,2013,240000,100000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399,12,2.4
1154,Hyundai,2010,215000,120000,Diesel,Individual,Manual,Third Owner,5,90.0,kmpl,23.0,1396,15,1.7916666666666667
1155,Maruti,2012,400000,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,13,4.444444444444445
1158,Tata,2015,250000,20000,Petrol,Individual,Automatic,First Owner,4,37.48,kmpl,21.9,624,10,12.5
1164,Hyundai,2019,850000,10000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396,6,85.0
1167,Maruti,2012,250000,90000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,13,2.7777777777777777
1168,Hyundai,2016,651000,42323,Diesel,Dealer,Manual,First Owner,5,88.76,kmpl,21.19,1396,9,15.381707345887579
1173,Maruti,2018,480000,20375,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.89,1197,7,23.558282208588956
1175,Mahindra,2015,445000,40200,Diesel,Dealer,Manual,First Owner,7,74.96,kmpl,21.0,1498,10,11.069651741293532
1177,Maruti,2014,560000,90000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248,11,6.222222222222222
1178,Ford,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,5,98.96,kmpl,21.7,1498,12,9.895833333333334
1180,Maruti,2017,520000,28832,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,23.4,1248,8,18.035516093229745
1185,Hyundai,2009,229999,50000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,16,4.59998
1189,Maruti,2011,250000,60000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248,14,4.166666666666667
1192,Ford,2010,144000,50000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,15,2.88
1198,Chevrolet,2014,260000,38000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.1,1248,11,6.842105263157895
1199,Toyota,2015,475000,120000,Diesel,Individual,Manual,First Owner,5,67.05,kmpl,23.59,1364,10,3.9583333333333335
1200,Ford,2011,302000,103000,Diesel,Individual,Manual,Third Owner,5,68.0,kmpl,20.0,1399,14,2.9320388349514563
1203,Maruti,2015,700000,50000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,10,14.0
1205,Tata,2017,869999,70000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497,8,12.428557142857143
1213,Hyundai,2018,850000,60000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396,7,14.166666666666666
1214,Maruti,2006,160000,90000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,19,1.7777777777777777
1216,Hyundai,2015,310000,50000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,10,6.2
1220,Maruti,2015,405000,68000,Petrol,Individual,Manual,Second Owner,5,81.8,kmpl,20.4,1197,10,5.955882352941177
1225,Hyundai,2007,135000,100000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,18,1.35
1229,Maruti,2018,400000,17500,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,7,22.857142857142858
1232,Maruti,2016,350000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,9,14.0
1234,Maruti,2012,185000,60000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,13,3.0833333333333335
1235,Volkswagen,2013,550000,38000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199,12,14.473684210526315
1238,Honda,2016,900000,92000,Diesel,Individual,Manual,First Owner,7,98.6,kmpl,21.9,1498,9,9.782608695652174
1240,Maruti,2018,625000,10000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,7,62.5
1247,Hyundai,2012,290000,100000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396,13,2.9
1251,Maruti,2015,280000,28000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,10,10.0
1257,Renault,2017,650000,120000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461,8,5.416666666666667
1261,Maruti,2014,650000,50000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,13.0
1266,Maruti,2015,650000,26000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373,10,25.0
1269,Maruti,2019,700000,20000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197,6,35.0
1274,Renault,2016,515000,40000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461,9,12.875
1275,Maruti,2020,630000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.01,1197,5,126.0
1276,Maruti,2016,300000,40000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,7.5
1278,Maruti,2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796,20,0.9
1285,Hyundai,2019,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,5,81.86,kmpl,20.7,1197,6,116.9963837481387
1286,Maruti,2016,600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,5,81.8,kmpl,21.01,1197,9,88.79680331508065
1291,Maruti,2014,200000,43381,Petrol,Dealer,Manual,Second Owner,5,47.3,kmpl,22.74,796,11,4.61031327078675
1293,Maruti,2014,425000,50000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,21.79,1248,11,8.5
1298,Maruti,2018,575000,20000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,7,28.75
1300,Ford,2015,600000,63000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,10,9.523809523809524
1307,Renault,2018,350000,30000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,7,11.666666666666666
1309,Maruti,2017,400000,12700,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,8,31.496062992125985
1310,Tata,2018,700000,35000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497,7,20.0
1316,Hyundai,2008,165000,90000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,17,1.8333333333333333
